,,#,#,,,,#,#,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,#,#,,,,#,#,,,
#,11163003,1,3,1,3,1,상의,코닉플레임 아머,Item_Name_11163003,10101001,6,10000,20400,1,15,1,100,1,upper_0005,item_bg_grade_06,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,70,1603010,1,0,6004,3009,6003,0,1,1,1,1,11163021,인페르니움 아머 3,,,
,12113001,2,1,1,3,1,상의,마린 슈트,Item_Name_12113001,10102001,1,10000,20400,2,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,2103010,0,80101101,0,0,0,0,1,1,1,1,12113001,마린 슈트,,,
,12113002,2,2,1,3,1,상의,인팬트리 슈트,Item_Name_12113002,10102001,1,10000,20400,2,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,2103020,0,80101101,0,0,0,0,1,1,1,1,12113011,마린 슈트 2,,,
,12113003,2,3,1,3,1,상의,스커미셔 슈트,Item_Name_12113003,10102001,1,10000,20400,2,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,2103030,0,80101101,0,0,0,0,1,1,1,1,12113021,마린 슈트 3,,,
,12123001,2,1,1,3,1,상의,스카우트 슈트,Item_Name_12123001,10102001,2,10000,20400,2,15,1,100,1,upper_0002,item_bg_grade_02,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,20,2203010,0,80101201,6000,3001,2003,0,1,1,1,1,12123001,스카우트 슈트,,,
,12123002,2,2,1,3,1,상의,불릿프루프 슈트,Item_Name_12123002,10102001,2,10000,20400,2,15,1,100,1,upper_0002,item_bg_grade_02,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,20,2203020,0,80101201,6000,3001,2003,0,1,1,1,1,12123011,스카우트 슈트 2,,,
,12123003,2,3,1,3,1,상의,코발트 나이트 슈트,Item_Name_12123003,10102001,2,10000,20400,2,15,1,100,1,upper_0002,item_bg_grade_02,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,20,2203030,0,80101201,6000,3001,2003,0,1,1,1,1,12123021,스카우트 슈트 3,,,
,12133001,2,1,1,3,1,상의,어썰트 슈트,Item_Name_12133001,10102001,3,10000,20400,2,15,1,100,1,upper_0003,item_bg_grade_03,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,30,2303010,1,80101301,6001,3003,3003,0,1,1,1,1,12133001,어썰트 슈트,,,
,12133002,2,2,1,3,1,상의,택티컬 슈트,Item_Name_12133002,10102001,3,10000,20400,2,15,1,100,1,upper_0003,item_bg_grade_03,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,30,2303020,1,80101301,6001,3003,3003,0,1,1,1,1,12133011,어썰트 슈트 2,,,
,12133003,2,3,1,3,1,상의,셀베이션 슈트,Item_Name_12133003,10102001,3,10000,20400,2,15,1,100,1,upper_0003,item_bg_grade_03,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,30,2303030,1,80101301,6001,3003,3003,0,1,1,1,1,12133021,어썰트 슈트 3,,,
,12143001,2,1,1,3,1,상의,바이오닉 슈트,Item_Name_12143001,10102001,4,10000,20400,2,15,1,100,1,upper_0004,item_bg_grade_04,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,40,2403010,1,80101401,6002,3005,4003,0,1,1,1,1,12143001,바이오닉 슈트,,,
,12143002,2,2,1,3,1,상의,아쿠아마린 슈트,Item_Name_12143002,10102001,4,10000,20400,2,15,1,100,1,upper_0004,item_bg_grade_04,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,40,2403020,1,80101401,6002,3005,4003,0,1,1,1,1,12143011,바이오닉 슈트 2,,,
,12143003,2,3,1,3,1,상의,팔라듐 슈트,Item_Name_12143003,10102001,4,10000,20400,2,15,1,100,1,upper_0004,item_bg_grade_04,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,40,2403030,1,80101401,6002,3005,4003,0,1,1,1,1,12143021,바이오닉 슈트 3,,,
,12153001,2,1,1,3,1,상의,하르세스 슈트,Item_Name_12153001,10102001,5,10000,20400,2,15,1,100,1,upper_0005,item_bg_grade_05,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,50,2503010,1,80101501,6003,3007,5003,0,1,1,1,1,12153001,하르세스 슈트,,,
,12153002,2,2,1,3,1,상의,파이어마린 슈트,Item_Name_12153002,10102001,5,10000,20400,2,15,1,100,1,upper_0005,item_bg_grade_05,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,50,2503020,1,80101501,6003,3007,5003,0,1,1,1,1,12153011,하르세스 슈트 2,,,
,12153003,2,3,1,3,1,상의,위하르 슈트,Item_Name_12153003,10102001,5,10000,20400,2,15,1,100,1,upper_0005,item_bg_grade_05,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,50,2503030,1,80101501,6003,3007,5003,0,1,1,1,1,12153021,하르세스 슈트 3,,,
,12163001,2,1,1,3,1,상의,아카트 슈트,Item_Name_12163001,10102001,6,10000,20400,2,15,1,100,1,upper_0005,item_bg_grade_06,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,70,2603010,1,0,6004,3009,6003,0,1,1,1,1,12163001,아카트 슈트,,,
#,12163002,2,2,1,3,1,상의,뱅퀴쉬 슈트,Item_Name_12163002,10102001,6,10000,20400,2,15,1,100,1,upper_0005,item_bg_grade_06,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,70,2603010,1,0,6004,3009,6003,0,1,1,1,1,12163011,아카트 슈트 2,,,
#,12163003,2,3,1,3,1,상의,이지스 슈트,Item_Name_12163003,10102001,6,10000,20400,2,15,1,100,1,upper_0005,item_bg_grade_06,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,70,2603010,1,0,6004,3009,6003,0,1,1,1,1,12163021,아카트 슈트 3,,,
,13113001,3,1,1,3,1,상의,윈드스톰 로브,Item_Name_13113001,10103001,1,10000,20400,3,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,3103010,0,80101101,0,0,0,0,1,1,1,1,13113001,윈드스톰 로브,,,
,13113002,3,2,1,3,1,상의,마쉬 로브,Item_Name_13113002,10103001,1,10000,20400,3,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,3103020,0,80101101,0,0,0,0,1,1,1,1,13113011,윈드스톰 로브 2,,,
,13113003,3,3,1,3,1,상의,마그네틱 로브,Item_Name_13113003,10103001,1,10000,20400,3,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,3103030,0,80101101,0,0,0,0,1,1,1,1,13113021,윈드스톰 로브 3,,,
,13123001,3,1,1,3,1,상의,클라우드 로브,Item_Name_13123001,10103001,2,10000,20400,3,15,1,100,1,upper_0002,item_bg_grade_02,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,20,3203010,0,80101201,6000,3001,2003,0,1,1,1,1,13123001,클라우드 로브,,,
,13123002,3,2,1,3,1,상의,플레임 로브,Item_Name_13123002,10103001,2,10000,20400,3,15,1,100,1,upper_0002,item_bg_grade_02,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,20,3203020,0,80101201,6000,3001,2003,0,1,1,1,1,13123011,클라우드 로브 2,,,
,13123003,3,3,1,3,1,상의,오레올린 나이트 로브,Item_Name_13123003,10103001,2,10000,20400,3,15,1,100,1,upper_0002,item_bg_grade_02,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,20,3203030,0,80101201,6000,3001,2003,0,1,1,1,1,13123021,클라우드 로브 3,,,
,13133001,3,1,1,3,1,상의,사일런스 로브,Item_Name_13133001,10103001,3,10000,20400,3,15,1,100,1,upper_0003,item_bg_grade_03,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,30,3303010,1,80101301,6001,3003,3003,0,1,1,1,1,13133001,사일런스 로브,,,
,13133002,3,2,1,3,1,상의,블리자드 로브,Item_Name_13133002,10103001,3,10000,20400,3,15,1,100,1,upper_0003,item_bg_grade_03,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,30,3303020,1,80101301,6001,3003,3003,0,1,1,1,1,13133011,사일런스 로브 2,,,
,13133003,3,3,1,3,1,상의,스펠 로브,Item_Name_13133003,10103001,3,10000,20400,3,15,1,100,1,upper_0003,item_bg_grade_03,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,30,3303030,1,80101301,6001,3003,3003,0,1,1,1,1,13133021,사일런스 로브 3,,,
,13143001,3,1,1,3,1,상의,소울 로브,Item_Name_13143001,10103001,4,10000,20400,3,15,1,100,1,upper_0004,item_bg_grade_04,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,40,3403010,1,80101401,6002,3005,4003,0,1,1,1,1,13143001,소울 로브,,,
,13143002,3,2,1,3,1,상의,스타라이트 로브,Item_Name_13143002,10103001,4,10000,20400,3,15,1,100,1,upper_0004,item_bg_grade_04,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,40,3403020,1,80101401,6002,3005,4003,0,1,1,1,1,13143011,소울 로브 2,,,
,13143003,3,3,1,3,1,상의,이리듐 로브,Item_Name_13143003,10103001,4,10000,20400,3,15,1,100,1,upper_0004,item_bg_grade_04,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,40,3403030,1,80101401,6002,3005,4003,0,1,1,1,1,13143021,소울 로브 3,,,
,13153001,3,1,1,3,1,상의,루크 로브,Item_Name_13153001,10103001,5,10000,20400,3,15,1,100,1,upper_0005,item_bg_grade_05,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,50,3503010,1,80101501,6003,3007,5003,0,1,1,1,1,13153001,루크 로브,,,
,13153002,3,2,1,3,1,상의,마그마 로브,Item_Name_13153002,10103001,5,10000,20400,3,15,1,100,1,upper_0005,item_bg_grade_05,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,50,3503020,1,80101501,6003,3007,5003,0,1,1,1,1,13153011,루크 로브 2,,,
,13153003,3,3,1,3,1,상의,미스틱 루크 로브,Item_Name_13153003,10103001,5,10000,20400,3,15,1,100,1,upper_0005,item_bg_grade_05,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,50,3503030,1,80101501,6003,3007,5003,0,1,1,1,1,13153021,루크 로브 3,,,
,13163001,3,1,1,3,1,상의,컨쥬어 로브,Item_Name_13163001,10103001,6,10000,20400,3,15,1,100,1,upper_0005,item_bg_grade_06,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,70,3603010,1,0,6004,3009,6003,0,1,1,1,1,13163001,컨쥬어 로브,,,
#,13163002,3,2,1,3,1,상의,블레이즈 로브,Item_Name_13163002,10103001,6,10000,20400,3,15,1,100,1,upper_0005,item_bg_grade_06,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,70,3603010,1,0,6004,3009,6003,0,1,1,1,1,13163011,컨쥬어 로브 2,,,
#,13163003,3,3,1,3,1,상의,마나인플런스 로브,Item_Name_13163003,10103001,6,10000,20400,3,15,1,100,1,upper_0005,item_bg_grade_06,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,70,3603010,1,0,6004,3009,6003,0,1,1,1,1,13163021,컨쥬어 로브 3,,,
,14113001,4,1,1,3,1,상의,자비 튜닉,Item_Name_14113001,10104001,1,10000,20400,4,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,4103010,0,80101101,0,0,0,0,1,1,1,1,14113001,자비 튜닉,,,
,14113002,4,2,1,3,1,상의,호프 튜닉,Item_Name_14113002,10104001,1,10000,20400,4,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,4103020,0,80101101,0,0,0,0,1,1,1,1,14113011,자비 튜닉 2,,,
,14113003,4,3,1,3,1,상의,크리스탈 튜닉,Item_Name_14113003,10104001,1,10000,20400,4,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,4103030,0,80101101,0,0,0,0,1,1,1,1,14113021,자비 튜닉 3,,,
,14123001,4,1,1,3,1,상의,풍요 튜닉,Item_Name_14123001,10104001,2,10000,20400,4,15,1,100,1,upper_0002,item_bg_grade_02,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,20,4203010,0,80101201,6000,3001,2003,0,1,1,1,1,14123001,풍요 튜닉,,,
,14123002,4,2,1,3,1,상의,섀도우 튜닉,Item_Name_14123002,10104001,2,10000,20400,4,15,1,100,1,upper_0002,item_bg_grade_02,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,20,4203020,0,80101201,6000,3001,2003,0,1,1,1,1,14123011,풍요 튜닉 2,,,
,14123003,4,3,1,3,1,상의,프러시안 나이트 튜닉,Item_Name_14123003,10104001,2,10000,20400,4,15,1,100,1,upper_0002,item_bg_grade_02,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,20,4203030,0,80101201,6000,3001,2003,0,1,1,1,1,14123021,풍요 튜닉 3,,,
,14133001,4,1,1,3,1,상의,블리스 튜닉,Item_Name_14133001,10104001,3,10000,20400,4,15,1,100,1,upper_0003,item_bg_grade_03,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,30,4303010,1,80101301,6001,3003,3003,0,1,1,1,1,14133001,블리스 튜닉,,,
,14133002,4,2,1,3,1,상의,패션 튜닉,Item_Name_14133002,10104001,3,10000,20400,4,15,1,100,1,upper_0003,item_bg_grade_03,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,30,4303020,1,80101301,6001,3003,3003,0,1,1,1,1,14133011,블리스 튜닉 2,,,
,14133003,4,3,1,3,1,상의,오로라 튜닉,Item_Name_14133003,10104001,3,10000,20400,4,15,1,100,1,upper_0003,item_bg_grade_03,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,30,4303030,1,80101301,6001,3003,3003,0,1,1,1,1,14133021,블리스 튜닉 3,,,
,14143001,4,1,1,3,1,상의,레오파드 튜닉,Item_Name_14143001,10104001,4,10000,20400,4,15,1,100,1,upper_0004,item_bg_grade_04,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,40,4403010,1,80101401,6002,3005,4003,0,1,1,1,1,14143001,레오파드 튜닉,,,
,14143002,4,2,1,3,1,상의,세인트 튜닉,Item_Name_14143002,10104001,4,10000,20400,4,15,1,100,1,upper_0004,item_bg_grade_04,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,40,4403020,1,80101401,6002,3005,4003,0,1,1,1,1,14143011,레오파드 튜닉 2,,,
,14143003,4,3,1,3,1,상의,퓨어 튜닉,Item_Name_14143003,10104001,4,10000,20400,4,15,1,100,1,upper_0004,item_bg_grade_04,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,40,4403030,1,80101401,6002,3005,4003,0,1,1,1,1,14143021,레오파드 튜닉 3,,,
,14153001,4,1,1,3,1,상의,이글 튜닉,Item_Name_14153001,10104001,5,10000,20400,4,15,1,100,1,upper_0005,item_bg_grade_05,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,50,4503010,1,80101501,6003,3007,5003,0,1,1,1,1,14153001,이글 튜닉,,,
,14153002,4,2,1,3,1,상의,선샤인 튜닉,Item_Name_14153002,10104001,5,10000,20400,4,15,1,100,1,upper_0005,item_bg_grade_05,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,50,4503020,1,80101501,6003,3007,5003,0,1,1,1,1,14153011,이글 튜닉 2,,,
,14153003,4,3,1,3,1,상의,로듐 튜닉,Item_Name_14153003,10104001,5,10000,20400,4,15,1,100,1,upper_0005,item_bg_grade_05,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,50,4503030,1,80101501,6003,3007,5003,0,1,1,1,1,14153021,이글 튜닉 3,,,
,14163001,4,1,1,3,1,상의,프레어리 튜닉,Item_Name_14163001,10104001,6,10000,20400,4,15,1,100,1,upper_0005,item_bg_grade_06,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,70,4603010,1,0,6004,3009,6003,0,1,1,1,1,14163001,프레어리 튜닉,,,
#,14163002,4,2,1,3,1,상의,이시스 튜닉,Item_Name_14163002,10104001,6,10000,20400,4,15,1,100,1,upper_0005,item_bg_grade_06,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,70,4603010,1,0,6004,3009,6003,0,1,1,1,1,14163011,프레어리 튜닉 2,,,
#,14163003,4,3,1,3,1,상의,라이프가디언 튜닉,Item_Name_14163003,10104001,6,10000,20400,4,15,1,100,1,upper_0005,item_bg_grade_06,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,70,4603010,1,0,6004,3009,6003,0,1,1,1,1,14163021,프레어리 튜닉 3,,,
,11114001,1,1,1,4,1,보조방어구,제노 쉴드,Item_Name_11114001,10101001,1,6000,20700,1,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,10,1104010,0,80101101,0,0,0,0,1,1,1,1,11114001,제노 쉴드,,,
,11114002,1,2,1,4,1,보조방어구,매틱 쉴드,Item_Name_11114002,10101001,1,6000,20700,1,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,10,1104020,0,80101101,0,0,0,0,1,1,1,1,11114011,제노 쉴드 2,,,
,11114003,1,3,1,4,1,보조방어구,제노 메탈 쉴드,Item_Name_11114003,10101001,1,6000,20700,1,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,10,1104030,0,80101101,0,0,0,0,1,1,1,1,11114021,제노 쉴드 3,,,
,11124001,1,1,1,4,1,보조방어구,브리노 쉴드,Item_Name_11124001,10101001,2,6000,20700,1,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,20,1204010,0,80101201,6000,3001,2004,0,1,1,1,1,11124001,브리노 쉴드,,,
,11124002,1,2,1,4,1,보조방어구,듀크 쉴드,Item_Name_11124002,10101001,2,6000,20700,1,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,20,1204020,0,80101201,6000,3001,2004,0,1,1,1,1,11124011,브리노 쉴드 2,,,
,11124003,1,3,1,4,1,보조방어구,크림슨 나이트 쉴드,Item_Name_11124003,10101001,2,6000,20700,1,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,20,1204030,0,80101201,6000,3001,2004,0,1,1,1,1,11124021,브리노 쉴드 3,,,
,11134001,1,1,1,4,1,보조방어구,메탈 쉴드,Item_Name_11134001,10101001,3,6000,20700,1,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,30,1304010,1,80101301,6001,3003,3004,0,1,1,1,1,11134001,메탈 쉴드,,,
,11134002,1,2,1,4,1,보조방어구,파워메탈 쉴드,Item_Name_11134002,10101001,3,6000,20700,1,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,30,1304020,1,80101301,6001,3003,3004,0,1,1,1,1,11134011,메탈 쉴드 2,,,
,11134003,1,3,1,4,1,보조방어구,테우르츠 쉴드,Item_Name_11134003,10101001,3,6000,20700,1,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,30,1304030,1,80101301,6001,3003,3004,0,1,1,1,1,11134021,메탈 쉴드 3,,,
,11144001,1,1,1,4,1,보조방어구,블러드 쉴드,Item_Name_11144001,10101001,4,6000,20700,1,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,40,1404010,1,80101401,6002,3005,4004,0,1,1,1,1,11144001,블러드 쉴드,,,
,11144002,1,2,1,4,1,보조방어구,파황 쉴드,Item_Name_11144002,10101001,4,6000,20700,1,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,40,1404020,1,80101401,6002,3005,4004,0,1,1,1,1,11144011,블러드 쉴드 2,,,
,11144003,1,3,1,4,1,보조방어구,플래티늄 쉴드,Item_Name_11144003,10101001,4,6000,20700,1,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,40,1404030,1,80101401,6002,3005,4004,0,1,1,1,1,11144021,블러드 쉴드 3,,,
,11154001,1,1,1,4,1,보조방어구,메르두크 쉴드,Item_Name_11154001,10101001,5,6000,20700,1,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,50,1504010,1,80101501,6003,3007,5004,0,1,1,1,1,11154001,메르두크 쉴드,,,
,11154002,1,2,1,4,1,보조방어구,프란츠 쉴드,Item_Name_11154002,10101001,5,6000,20700,1,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,50,1504020,1,80101501,6003,3007,5004,0,1,1,1,1,11154011,메르두크 쉴드 2,,,
,11154003,1,3,1,4,1,보조방어구,버닝 프란츠 쉴드,Item_Name_11154003,10101001,5,6000,20700,1,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,50,1504030,1,80101501,6003,3007,5004,0,1,1,1,1,11154021,메르두크 쉴드 3,,,
,11164001,1,1,1,4,1,보조방어구,인페르니움 쉴드,Item_Name_11164001,10101001,6,6000,20700,1,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,70,1604010,1,0,6004,3009,6004,0,1,1,1,1,11164001,인페르니움 쉴드,,,
#,11164002,1,2,1,4,1,보조방어구,크리거 쉴드,Item_Name_11164002,10101001,6,6000,20700,1,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,70,1604010,1,0,6004,3009,6004,0,1,1,1,1,11164011,인페르니움 쉴드 2,,,
#,11164003,1,3,1,4,1,보조방어구,코닉플레임 쉴드,Item_Name_11164003,10101001,6,6000,20700,1,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,70,1604010,1,0,6004,3009,6004,0,1,1,1,1,11164021,인페르니움 쉴드 3,,,
,12114001,2,1,1,4,1,보조방어구,마린 디펜더,Item_Name_12114001,10102001,1,6000,20700,2,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,10,2104010,0,80101101,0,0,0,0,1,1,1,1,12114001,마린 디펜더,,,
,12114002,2,2,1,4,1,보조방어구,인팬트리 디펜더,Item_Name_12114002,10102001,1,6000,20700,2,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,10,2104020,0,80101101,0,0,0,0,1,1,1,1,12114011,마린 디펜더 2,,,
,12114003,2,3,1,4,1,보조방어구,스커미셔 디펜더,Item_Name_12114003,10102001,1,6000,20700,2,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,10,2104030,0,80101101,0,0,0,0,1,1,1,1,12114021,마린 디펜더 3,,,
,12124001,2,1,1,4,1,보조방어구,스카우트 디펜더,Item_Name_12124001,10102001,2,6000,20700,2,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,20,2204010,0,80101201,6000,3001,2004,0,1,1,1,1,12124001,스카우트 디펜더,,,
,12124002,2,2,1,4,1,보조방어구,불릿프루프 디펜더,Item_Name_12124002,10102001,2,6000,20700,2,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,20,2204020,0,80101201,6000,3001,2004,0,1,1,1,1,12124011,스카우트 디펜더 2,,,
,12124003,2,3,1,4,1,보조방어구,코발트 나이트 디펜더,Item_Name_12124003,10102001,2,6000,20700,2,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,20,2204030,0,80101201,6000,3001,2004,0,1,1,1,1,12124021,스카우트 디펜더 3,,,
,12134001,2,1,1,4,1,보조방어구,어썰트 디펜더,Item_Name_12134001,10102001,3,6000,20700,2,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,30,2304010,1,80101301,6001,3003,3004,0,1,1,1,1,12134001,어썰트 디펜더,,,
,12134002,2,2,1,4,1,보조방어구,택티컬 디펜더,Item_Name_12134002,10102001,3,6000,20700,2,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,30,2304020,1,80101301,6001,3003,3004,0,1,1,1,1,12134011,어썰트 디펜더 2,,,
,12134003,2,3,1,4,1,보조방어구,셀베이션 디펜더,Item_Name_12134003,10102001,3,6000,20700,2,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,30,2304030,1,80101301,6001,3003,3004,0,1,1,1,1,12134021,어썰트 디펜더 3,,,
,12144001,2,1,1,4,1,보조방어구,바이오닉 디펜더,Item_Name_12144001,10102001,4,6000,20700,2,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,40,2404010,1,80101401,6002,3005,4004,0,1,1,1,1,12144001,바이오닉 디펜더,,,
,12144002,2,2,1,4,1,보조방어구,아쿠아마린 디펜더,Item_Name_12144002,10102001,4,6000,20700,2,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,40,2404020,1,80101401,6002,3005,4004,0,1,1,1,1,12144011,바이오닉 디펜더 2,,,
,12144003,2,3,1,4,1,보조방어구,팔라듐 디펜더,Item_Name_12144003,10102001,4,6000,20700,2,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,40,2404030,1,80101401,6002,3005,4004,0,1,1,1,1,12144021,바이오닉 디펜더 3,,,
