,,#,#,#,#,#,,,,,,#,#,#,#, ,,,,,,,,,,,,,,,,,,,,,,#,#,#,#,#,,,#,#,,#,#,#,#,#
,23600318,318,Item_Name_23600318,에이디아 스킬북-페노메논,Item_Desc_23600318,없음,3,36,3,3,1,X,X,X,O,0,0,10104001,0,0,0,0,100,1000,1,10,1,0,0,21000,4,1,skill_buff_1002,drop_item_receiver,drop_item_aid,8,1101,Item_Name_23600318,에이디아 스킬북-페노메논,Item_Desc_23600318,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 에이디아 액티브 스킬 [페노메논] 습득 및 강화를 할 수 있습니다.,1,0,1,a_f_skill_buff_1002,skill_buff_1002,,스킬북,가능,가능,불가,가능
,23600319,319,Item_Name_23600319,에이디아 스킬북-평온,Item_Desc_23600319,없음,3,36,3,4,1,X,X,X,O,0,0,10104001,0,0,0,0,100,1000,1,10,1,0,0,21000,4,1,skill_buff_1003,drop_item_receiver,drop_item_aid,8,1101,Item_Name_23600319,에이디아 스킬북-평온,Item_Desc_23600319,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 에이디아 액티브 스킬 [평온] 습득 및 강화를 할 수 있습니다.,1,0,1,a_f_skill_buff_1003,skill_buff_1003,,스킬북,가능,가능,불가,가능
,23600320,320,Item_Name_23600320,에이디아 스킬북-링 엑스퍼트,Item_Desc_23600320,에이디아-패시브 스킬 [링 엑스퍼트] 습득 및 강화 가능,3,36,4,2,1,X,X,X,O,0,0,10104001,0,0,0,0,100,1000,1,10,1,0,0,21000,4,1,skill_passive_1011,drop_item_receiver,drop_item_aid,8,1101,Item_Name_23600320,에이디아 스킬북-링 엑스퍼트,Item_Desc_23600320,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 에이디아 패시브 스킬 [링 엑스퍼트] 습득 및 강화를 할 수 있습니다.,1,0,1,a_f_skill_passive_1011,skill_passive_1011,,스킬북,가능,가능,불가,가능
,23600321,321,Item_Name_23600321,에이디아 스킬북-힐링 팩터,Item_Desc_23600321,에이디아-패시브 스킬 [힐링 팩터] 습득 및 강화 가능,3,36,4,2,1,X,X,X,O,0,0,10104001,0,0,0,0,100,1000,1,10,1,0,0,21000,4,1,skill_passive_1021,drop_item_receiver,drop_item_aid,8,1101,Item_Name_23600321,에이디아 스킬북-힐링 팩터,Item_Desc_23600321,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 에이디아 패시브 스킬 [힐링 팩터] 습득 및 강화를 할 수 있습니다.,1,0,1,a_f_skill_passive_1021,skill_passive_1021,,스킬북,가능,가능,불가,가능
,23600322,322,Item_Name_23600322,에이디아 스킬북-순수한 정신,Item_Desc_23600322,에이디아-패시브 스킬 [자연의 회복] 습득 및 강화 가능,3,36,4,3,1,X,X,X,O,0,0,10104001,0,0,0,0,100,1000,1,10,1,0,0,21000,4,1,skill_passive_1031,drop_item_receiver,drop_item_aid,8,1101,Item_Name_23600322,에이디아 스킬북-순수한 정신,Item_Desc_23600322,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 에이디아 패시브 스킬 [순수한 정신] 습득 및 강화를 할 수 있습니다.,1,0,1,a_f_skill_passive_1031,skill_passive_1031,,스킬북,가능,가능,불가,가능
,23600323,323,Item_Name_23600323,에이디아 스킬북-자연의 회복,Item_Desc_23600323,에이디아-패시브 스킬 [소환술 마스터리] 습득 및 강화 가능,3,36,4,3,1,X,X,X,O,0,0,10104001,0,0,0,0,100,1000,1,10,1,0,0,21000,4,1,skill_passive_1041,drop_item_receiver,drop_item_aid,8,1101,Item_Name_23600323,에이디아 스킬북-자연의 회복,Item_Desc_23600323,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 에이디아 패시브 스킬 [자연의 회복] 습득 및 강화를 할 수 있습니다.,1,0,1,a_f_skill_passive_1041,skill_passive_1041,,스킬북,가능,가능,불가,가능
,23600324,324,Item_Name_23600324,에이디아 스킬북-소환술 마스터리,Item_Desc_23600324,에이디아-패시브 스킬 [음악의 열정] 습득 및 강화 가능,3,36,4,4,1,X,X,X,O,0,0,10104001,0,0,0,0,100,1000,1,10,1,0,0,21000,4,1,skill_passive_1051,drop_item_receiver,drop_item_aid,8,1101,Item_Name_23600324,에이디아 스킬북-소환술 마스터리,Item_Desc_23600324,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 에이디아 패시브 스킬 [소환술 마스터리] 습득 및 강화를 할 수 있습니다.,1,0,1,a_f_skill_passive_1051,skill_passive_1051,,스킬북,가능,가능,불가,가능
,23600325,325,Item_Name_23600325,에이디아 스킬북-음악의 열정,Item_Desc_23600325,에이디아-패시브 스킬 [순수한 정신] 습득 및 강화 가능,3,36,4,4,1,X,X,X,O,0,0,10104001,0,0,0,0,100,1000,1,10,1,0,0,21000,4,1,skill_passive_1061,drop_item_receiver,drop_item_aid,8,1101,Item_Name_23600325,에이디아 스킬북-음악의 열정,Item_Desc_23600325,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 에이디아 패시브 스킬 [음악의 열정] 습득 및 강화를 할 수 있습니다.,1,0,1,a_f_skill_passive_1061,skill_passive_1061,,스킬북,가능,가능,불가,가능
,23600401,401,Item_Name_23600401,공통 스킬북-속성 저항 : 파이어 대미지,Item_Desc_23600401,공통-패시브 스킬 [속성 저항 : 파이어 대미지] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1031,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600401,공통 스킬북-속성 저항 : 파이어 대미지,Item_Desc_23600401,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [속성 저항 : 파이어 대미지] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1031,common_skill_passive_1031,,스킬북,가능,가능,불가,가능
,23600402,402,Item_Name_23600402,공통 스킬북-속성 저항 : 아이스 대미지,Item_Desc_23600402,공통-패시브 스킬 [속성 저항 : 아이스 대미지] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1041,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600402,공통 스킬북-속성 저항 : 아이스 대미지,Item_Desc_23600402,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [속성 저항 : 아이스 대미지] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1041,common_skill_passive_1041,,스킬북,가능,가능,불가,가능
,23600403,403,Item_Name_23600403,공통 스킬북-속성 저항 : 윈드 대미지,Item_Desc_23600403,공통-패시브 스킬 [속성 저항 : 윈드 대미지] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1051,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600403,공통 스킬북-속성 저항 : 윈드 대미지,Item_Desc_23600403,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [속성 저항 : 윈드 대미지] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1051,common_skill_passive_1051,,스킬북,가능,가능,불가,가능
,23600404,404,Item_Name_23600404,공통 스킬북-속성 저항 : 스톤 대미지,Item_Desc_23600404,공통-패시브 스킬 [속성 저항 : 스톤 대미지] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1061,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600404,공통 스킬북-속성 저항 : 스톤 대미지,Item_Desc_23600404,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [속성 저항 : 스톤 대미지] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1061,common_skill_passive_1061,,스킬북,가능,가능,불가,가능
,23600405,405,Item_Name_23600405,공통 스킬북-상태이상 저항 : 기절,Item_Desc_23600405,공통-패시브 스킬 [상태이상 저항 : 기절] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1071,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600405,공통 스킬북-상태이상 저항 : 기절,Item_Desc_23600405,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [상태이상 저항 : 기절] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1071,common_skill_passive_1071,,스킬북,가능,가능,불가,가능
,23600406,406,Item_Name_23600406,공통 스킬북-상태이상 저항 : 침묵,Item_Desc_23600406,공통-패시브 스킬 [상태이상 저항 : 침묵] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1081,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600406,공통 스킬북-상태이상 저항 : 침묵,Item_Desc_23600406,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [상태이상 저항 : 침묵] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1081,common_skill_passive_1081,,스킬북,가능,가능,불가,가능
,23600407,407,Item_Name_23600407,공통 스킬북-상태이상 저항 : 둔화,Item_Desc_23600407,공통-패시브 스킬 [상태이상 저항 : 둔화] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1091,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600407,공통 스킬북-상태이상 저항 : 둔화,Item_Desc_23600407,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [상태이상 저항 : 둔화] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1091,common_skill_passive_1091,,스킬북,가능,가능,불가,가능
,23600408,408,Item_Name_23600408,공통 스킬북-상태이상 저항 : 출혈,Item_Desc_23600408,공통-패시브 스킬 [상태이상 저항 : 출혈] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1101,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600408,공통 스킬북-상태이상 저항 : 출혈,Item_Desc_23600408,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [상태이상 저항 : 출혈] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1101,common_skill_passive_1101,,스킬북,가능,가능,불가,가능
,23600409,409,Item_Name_23600409,공통 스킬북-상태이상 저항 : 중독,Item_Desc_23600409,공통-패시브 스킬 [상태이상 저항 : 중독] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1111,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600409,공통 스킬북-상태이상 저항 : 중독,Item_Desc_23600409,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [상태이상 저항 : 중독] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1111,common_skill_passive_1111,,스킬북,가능,가능,불가,가능
,23600410,410,Item_Name_23600410,공통 스킬북-상태이상 저항 : 석화,Item_Desc_23600410,공통-패시브 스킬 [상태이상 저항 : 석화] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1121,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600410,공통 스킬북-상태이상 저항 : 석화,Item_Desc_23600410,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [상태이상 저항 : 석화] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1121,common_skill_passive_1121,,스킬북,가능,가능,불가,가능
,23600411,411,Item_Name_23600411,공통 스킬북-상태이상 저항 : 콜드,Item_Desc_23600411,공통-패시브 스킬 [상태이상 저항 : 콜드] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1131,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600411,공통 스킬북-상태이상 저항 : 콜드,Item_Desc_23600411,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [상태이상 저항 : 콜드] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1131,common_skill_passive_1131,,스킬북,가능,가능,불가,가능
,23600412,412,Item_Name_23600412,공통 스킬북-상태이상 저항 : 마비,Item_Desc_23600412,공통-패시브 스킬 [상태이상 저항 : 마비] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1141,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600412,공통 스킬북-상태이상 저항 : 마비,Item_Desc_23600412,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [상태이상 저항 : 마비] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1141,common_skill_passive_1141,,스킬북,가능,가능,불가,가능
,23600413,413,Item_Name_23600413,공통 스킬북-상태이상 저항 : 혼돈,Item_Desc_23600413,공통-패시브 스킬 [상태이상 저항 : 혼돈] 습득 및 강화 가능,3,36,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,21000,11,1,common_skill_passive_1151,drop_item_receiver,drop_item_aid,15,1101,Item_Name_23600413,공통 스킬북-상태이상 저항 : 혼돈,Item_Desc_23600413,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 공통 패시브 스킬 [상태이상 저항 : 혼돈] 습득 및 강화를 할 수 있습니다.,1,0,1,common_skill_passive_1151,common_skill_passive_1151,,스킬북,가능,가능,불가,가능
,23615001,001,Item_Name_23615001,불칸 스킬북-내려찍기 (귀속),Item_Desc_23615001,없음,3,36,1,1,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,0,skill_active_1011,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615001,불칸 스킬북-내려찍기,Item_Desc_23615001,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [내려찍기] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615002,002,Item_Name_23615002,불칸 스킬북-숄더차지 (귀속),Item_Desc_23615002,없음,3,36,1,1,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,0,skill_active_1031,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615002,불칸 스킬북-숄더차지,Item_Desc_23615002,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [숄더차지] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615003,003,Item_Name_23615003,불칸 스킬북-포스 어택 (귀속),Item_Desc_23615003,없음,3,36,1,2,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,0,skill_active_1041,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615003,불칸 스킬북-포스 어택,Item_Desc_23615003,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [포스 어택] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615004,004,Item_Name_23615004,불칸 스킬북-스컬크래시 (귀속),Item_Desc_23615004,없음,3,36,1,2,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,1,skill_active_1012,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615004,불칸 스킬북-스컬크래시,Item_Desc_23615004,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [스컬크래시] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615005,005,Item_Name_23615005,불칸 스킬북-집중 타격 (귀속),Item_Desc_23615005,없음,3,36,1,2,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,0,skill_active_1061,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615005,불칸 스킬북-집중 타격,Item_Desc_23615005,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [집중 타격] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615006,006,Item_Name_23615006,불칸 스킬북-돌려베기 (귀속),Item_Desc_23615006,없음,3,36,1,3,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,0,skill_active_1021,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615006,불칸 스킬북-돌려베기,Item_Desc_23615006,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [돌려베기] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615007,007,Item_Name_23615007,불칸 스킬북-어스퀘이크 (귀속),Item_Desc_23615007,없음,3,36,1,3,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,1,skill_active_1081,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615007,불칸 스킬북-어스퀘이크,Item_Desc_23615007,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [어스퀘이크] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615008,008,Item_Name_23615008,불칸 스킬북-포스 크러쉬 (귀속),Item_Desc_23615008,없음,3,36,1,3,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,1,skill_active_1052,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615008,불칸 스킬북-포스 크러쉬,Item_Desc_23615008,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [포스 크러쉬] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615009,009,Item_Name_23615009,불칸 스킬북-휠윈드 (귀속),Item_Desc_23615009,없음,3,36,1,4,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,0,skill_active_1022,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615009,불칸 스킬북-휠윈드,Item_Desc_23615009,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [휠윈드] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615010,010,Item_Name_23615010,불칸 스킬북-돌진 (귀속),Item_Desc_23615010,없음,3,36,1,4,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,1,skill_active_1032,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615010,불칸 스킬북-돌진,Item_Desc_23615010,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [돌진] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615011,011,Item_Name_23615011,불칸 스킬북-분노의 폭발 (귀속),Item_Desc_23615011,없음,3,36,1,4,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,0,skill_active_1071,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615011,불칸 스킬북-분노의 폭발,Item_Desc_23615011,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [분노의 폭발] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615012,012,Item_Name_23615012,불칸 스킬북-헬 크라이 (귀속),Item_Desc_23615012,없음,3,36,1,2,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,1,skill_buff_1101,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615012,불칸 스킬북-헬 크라이,Item_Desc_23615012,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [헬 크라이] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
,23615013,013,Item_Name_23615013,불칸 스킬북-아이언 스킨 (귀속),Item_Desc_23615013,없음,3,36,1,3,1,O,X,X,X,0,0,10101001,0,0,0,1,100,1000,1,10,0,0,0,21000,1,0,skill_buff_1111,drop_item_receiver,drop_item_aid,1,1101,Item_Name_23615013,불칸 스킬북-아이언 스킨,Item_Desc_23615013,새로운 스킬을 얻을 수 있는 귀한 고서.<br>사용 시 불칸 액티브 스킬 [아이언 스킨] 습득 및 강화를 할 수 있습니다.,1,0,1,,,,스킬북,가능,불가,불가,가능
